LEVEL,YEAR,NAME,AREA,NO_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
DISTRICT,2011,Raichur,Rural,267585,1438464,717972,720492,219804,112671,107133,313581,156829,156752,334023,165593,168430,659440,399587,259853,779024,318385,460639,726993,401048,325945,575393,346712,228681,225881,166086,59795,255973,114057,141916,9557,6019,3538,83982,60550,23432,151600,54336,97264,11485,4985,6500,109961,34236,75725,4511,1613,2898,25643,13502,12141,134749,47464,87285,9864,4317,5547,101187,31175,70012,3680,1254,2426,20018,10718,9300,16851,6872,9979,1621,668,953,8774,3061,5713,831,359,472,5625,2784,2841,711471,316924,394547
DISTRICT,2011,Rae Bareli,Urban,53931,307995,160093,147902,34890,18277,16613,45947,24017,21930,331,171,160,215817,119576,96241,92178,40517,51661,95643,77409,18234,72133,61288,10845,2702,2413,289,4169,3586,583,5630,4350,1280,59632,50939,8693,23510,16121,7389,546,392,154,4790,3468,1322,2685,1437,1248,15489,10824,4665,20049,13761,6288,475,342,133,3731,2745,986,2087,1114,973,13756,9560,4196,3461,2360,1101,71,50,21,1059,723,336,598,323,275,1733,1264,469,212352,82684,129668
DISTRICT,2011,Rae Bareli,Rural,565776,3097564,1592449,1505115,447627,232224,215403,984420,502718,481702,1425,705,720,1750026,1046389,703637,1347538,546060,801478,1109067,789984,319083,572736,459695,113041,237289,202799,34490,169522,126621,42901,27016,18879,8137,138909,111396,27513,536331,330289,206042,76354,47593,28761,329401,198467,130934,25443,13313,12130,105133,70916,34217,409375,258319,151056,59399,37862,21537,249530,155561,93969,18404,9732,8672,82042,55164,26878,126956,71970,54986,16955,9731,7224,79871,42906,36965,7039,3581,3458,23091,15752,7339,1988497,802465,1186032
DISTRICT,2011,Puruliya,Urban,71988,373314,192788,180526,45066,23308,21758,77250,39379,37871,8830,4421,4409,250045,143438,106607,123269,49350,73919,119263,96575,22688,95297,81077,14220,2095,1875,220,1776,1465,311,4937,2839,2098,86489,74898,11591,23966,15498,8468,901,534,367,2905,1644,1261,1645,635,1010,18515,12685,5830,19411,12759,6652,741,455,286,1837,1157,680,1318,523,795,15515,10624,4891,4555,2739,1816,160,79,81,1068,487,581,327,112,215,3000,2061,939,254051,96213,157838
DISTRICT,2011,Puruliya,Rural,495836,2556801,1304208,1252593,365161,186695,178466,490517,251410,239107,531822,267382,264440,1374860,858620,516240,1181941,445588,736353,1130379,704679,425700,518101,412155,105946,164719,143305,21414,126699,87418,39281,40177,22618,17559,186506,158814,27692,612278,292524,319754,101085,57821,43264,360825,149211,211614,40801,12951,27850,109567,72541,37026,453412,224319,229093,73561,44393,29168,267045,113720,153325,30424,9992,20432,82382,56214,26168,158866,68205,90661,27524,13428,14096,93780,35491,58289,10377,2959,7418,27185,16327,10858,1426422,599529,826893
DISTRICT,2011,Purnia,Urban,66414,343005,179848,163157,53361,27300,26061,32445,16773,15672,17958,9188,8770,210701,118748,91953,132304,61100,71204,100108,81680,18428,78378,67322,11056,5180,4691,489,14156,10826,3330,2459,1926,533,56583,49879,6704,21730,14358,7372,716,456,260,8138,4990,3148,1394,641,753,11482,8271,3211,18826,12480,6346,678,426,252,7004,4405,2599,1121,532,589,10023,7117,2906,2904,1878,1026,38,30,8,1134,585,549,273,109,164,1459,1154,305,242897,98168,144729
DISTRICT,2011,Purnia,Rural,581363,2921614,1519522,1402092,603149,308655,294494,358546,186428,172118,121532,62203,59329,1121625,686513,435112,1799989,833009,966980,1043210,721595,321615,698007,533397,164610,155544,133303,22241,460417,340988,119429,13258,7413,5845,68788,51693,17095,345203,188198,157005,35984,19982,16002,262304,144626,117678,11729,4170,7559,35186,19420,15766,284151,160516,123635,29691,16768,12923,215725,123326,92399,8548,3226,5322,30187,17196,12991,61052,27682,33370,6293,3214,3079,46579,21300,25279,3181,944,2237,4999,2224,2775,1878404,797927,1080477
DISTRICT,2011,Puri,Urban,54081,264930,137167,127763,24905,12933,11972,28252,14347,13905,1750,989,761,209737,113007,96730,55193,24160,31033,93749,76818,16931,83954,70964,12990,1908,1817,91,2111,1662,449,3777,3032,745,76158,64453,11705,9795,5854,3941,345,244,101,1715,1156,559,974,457,517,6761,3997,2764,8810,5379,3431,317,222,95,1508,1056,452,822,398,424,6163,3703,2460,985,475,510,28,22,6,207,100,107,152,59,93,598,294,304,171181,60349,110832
DISTRICT,2011,Puri,Rural,313188,1433800,728213,705587,147983,76563,71420,296881,150019,146862,4379,2251,2128,1082202,591850,490352,351598,136363,215235,527927,421643,106284,366582,328271,38311,145494,139610,5884,77394,66046,11348,11871,9604,2267,131823,113011,18812,161345,93372,67973,25014,16147,8867,82722,48607,34115,8493,3880,4613,45116,24738,20378,131230,79236,51994,19826,13443,6383,68335,41948,26387,6360,3041,3319,36709,20804,15905,30115,14136,15979,5188,2704,2484,14387,6659,7728,2133,839,1294,8407,3934,4473,905873,306570,599303
DISTRICT,2011,Purbi Singhbhum,Urban,258771,1274591,662404,612187,149134,78675,70459,66643,33784,32859,138709,69229,69480,959702,528634,431068,314889,133770,181119,390304,333260,57044,357078,309835,47243,1095,951,144,2568,2121,447,6680,5423,1257,346735,301340,45395,33226,23425,9801,913,635,278,3867,2415,1452,1480,879,601,26966,19496,7470,28685,20452,8233,713,508,205,3149,2103,1046,1243,752,491,23580,17089,6491,4541,2973,1568,200,127,73,718,312,406,237,127,110,3386,2407,979,884287,329144,555143
DISTRICT,2011,Purbi Singhbhum,Rural,218160,1019328,514498,504830,147492,75554,71938,44771,22363,22408,515214,256760,258454,547997,327892,220105,471331,186606,284725,446863,282989,163874,172500,135569,36931,48798,40444,8354,37093,24612,12481,6246,3870,2376,80363,66643,13720,274363,147420,126943,61253,38379,22874,166274,78625,87649,7032,2974,4058,39804,27442,12362,218568,123058,95510,49100,32213,16887,132824,66151,66673,5571,2581,2990,31073,22113,8960,55795,24362,31433,12153,6166,5987,33450,12474,20976,1461,393,1068,8731,5329,3402,572465,231509,340956
DISTRICT,2011,Purba Medinipur,Urban,125386,592714,307272,285442,63342,32355,30987,68171,35240,32931,3924,2086,1838,469007,255391,213616,123707,51881,71826,194511,165375,29136,155711,136657,19054,7575,7195,380,9801,8845,956,4952,4074,878,133383,116543,16840,38800,28718,10082,2152,1626,526,9260,7757,1503,3055,1569,1486,24333,17766,6567,30976,22549,8427,1661,1177,484,6995,5831,1164,2463,1228,1235,19857,14313,5544,7824,6169,1655,491,449,42,2265,1926,339,592,341,251,4476,3453,1023,398203,141897,256306
DISTRICT,2011,Purba Medinipur,Rural,988784,4503161,2322562,2180599,524312,269634,254678,677263,348478,328785,24028,12110,11918,3454187,1893682,1560505,1048974,428880,620094,1715809,1350721,365088,971601,863546,108055,234214,219913,14301,267467,241360,26107,53088,32463,20625,416832,369810,47022,744208,487175,257033,101274,67219,34055,415776,285739,130037,57721,18896,38825,169437,115321,54116,528185,358569,169616,70110,48766,21344,288232,204956,83276,41670,14379,27291,128173,90468,37705,216023,128606,87417,31164,18453,12711,127544,80783,46761,16051,4517,11534,41264,24853,16411,2787352,971841,1815511
DISTRICT,2011,Purba Champaran,Urban,71844,401343,213028,188315,68658,35799,32859,36746,19502,17244,586,306,280,238177,137703,100474,163166,75325,87841,112976,95265,17711,90295,79901,10394,8210,7741,469,20695,17917,2778,3171,2535,636,58219,51708,6511,22681,15364,7317,1549,1080,469,11696,7514,4182,1207,708,499,8229,6062,2167,19586,13398,6188,1438,1015,423,9972,6560,3412,931,529,402,7245,5294,1951,3095,1966,1129,111,65,46,1724,954,770,276,179,97,984,768,216,288367,117763,170604
DISTRICT,2011,Purba Champaran,Rural,909672,4698028,2468181,2229847,949639,491036,458603,612980,320861,292119,11875,6148,5727,2038780,1269900,768880,2659248,1198281,1460967,1624563,1165509,459054,1042494,843567,198927,267046,234823,32223,594494,466468,128026,23230,13471,9759,157724,128805,28919,582069,321942,260127,72227,41468,30759,430532,234743,195789,18556,7308,11248,60754,38423,22331,480874,276400,204474,59234,35382,23852,356018,201598,154420,13036,5699,7337,52586,33721,18865,101195,45542,55653,12993,6086,6907,74514,33145,41369,5520,1609,3911,8168,4702,3466,3073465,1302672,1770793
DISTRICT,2011,Pune,Urban,1371531,5751182,3020665,2730517,664857,351417,313440,819674,417667,402007,93487,49421,44066,4549501,2468019,2081482,1201681,552646,649035,2220406,1700099,520307,2074451,1612763,461688,24274,17841,6433,17988,11518,6470,56247,33073,23174,1975942,1550331,425611,145955,87336,58619,3784,2030,1754,3328,1548,1780,8002,2741,5261,130841,81017,49824,126383,75589,50794,3594,1934,1660,2858,1355,1503,6215,2128,4087,113716,70172,43544,19572,11747,7825,190,96,94,470,193,277,1787,613,1174,17125,10845,6280,3530776,1320566,2210210
DISTRICT,2011,Pune,Rural,779972,3678226,1903440,1774786,440102,235248,204854,361029,185088,175941,255389,129711,125678,2622222,1472191,1150031,1056004,431249,624755,1828587,1109717,718870,1676770,1046069,630701,807987,464271,343716,348022,168487,179535,34213,20692,13521,486548,392619,93929,151817,63648,88169,50485,16428,34057,45123,14535,30588,7249,2425,4824,48960,30260,18700,129146,53564,75582,42936,13405,29531,38966,12400,26566,5658,1878,3780,41586,25881,15705,22671,10084,12587,7549,3023,4526,6157,2135,4022,1591,547,1044,7374,4379,2995,1849639,793723,1055916
DISTRICT,2011,Punch,Urban,7216,38630,22125,16505,4433,2353,2080,278,158,120,5090,2732,2358,30183,18617,11566,8447,3508,4939,14204,11615,2589,11766,10206,1560,530,451,79,321,237,84,114,54,60,10801,9464,1337,2438,1409,1029,738,310,428,464,333,131,46,28,18,1190,738,452,1946,1177,769,480,203,277,372,268,104,43,28,15,1051,678,373,492,232,260,258,107,151,92,65,27,3,0,3,139,60,79,24426,10510,13916
DISTRICT,2011,Punch,Rural,83045,438205,229774,208431,80241,42380,37861,278,248,30,171011,87542,83469,231541,144716,86825,206664,85058,121606,147189,106062,41127,61481,52941,8540,17372,15115,2257,5596,4721,875,1073,765,308,37440,32340,5100,85708,53121,32587,35624,21766,13858,25202,19404,5798,2697,876,1821,22185,11075,11110,59470,39916,19554,21982,14914,7068,19786,15996,3790,1752,633,1119,15950,8373,7577,26238,13205,13033,13642,6852,6790,5416,3408,2008,945,243,702,6235,2702,3533,291016,123712,167304
DISTRICT,2011,Pulwama,Urban,10654,80462,44968,35494,13776,7406,6370,350,349,1,418,309,109,48779,31097,17682,31683,13871,17812,30848,24489,6359,20907,19193,1714,553,476,77,460,433,27,382,286,96,19512,17998,1514,9941,5296,4645,1367,519,848,1368,991,377,1465,201,1264,5741,3585,2156,7309,4220,3089,901,368,533,791,620,171,754,94,660,4863,3138,1725,2632,1076,1556,466,151,315,577,371,206,711,107,604,878,447,431,49614,20479,29135
DISTRICT,2011,Pulwama,Rural,75587,479978,248096,231882,83598,45828,37770,52,48,4,22189,11528,10661,245179,147229,97950,234799,100867,133932,157572,113939,43633,77399,69977,7422,18263,16724,1539,6532,6165,367,3329,2579,750,49275,44509,4766,80173,43962,36211,29563,12918,16645,25720,18545,7175,5439,1369,4070,19451,11130,8321,50161,30559,19602,16881,8446,8435,15891,12398,3493,3509,1089,2420,13880,8626,5254,30012,13403,16609,12682,4472,8210,9829,6147,3682,1930,280,1650,5571,2504,3067,322406,134157,188249
DISTRICT,2011,Pudukkottai,Urban,77394,316354,157683,158671,33657,17319,16338,38273,19244,19029,448,231,217,250862,131718,119144,65492,25965,39527,112289,86807,25482,100364,80054,20310,4319,3254,1065,7363,4694,2669,2637,1560,1077,86045,70546,15499,11925,6753,5172,412,297,115,1825,965,860,927,232,695,8761,5259,3502,10148,5876,4272,388,279,109,1604,864,740,651,197,454,7505,4536,2969,1777,877,900,24,18,6,221,101,120,276,35,241,1256,723,533,204065,70876,133189
DISTRICT,2011,Pudukkottai,Rural,310285,1301991,645505,656486,146031,74377,71654,246531,122184,124347,835,416,419,859683,477058,382625,442308,168447,273861,649404,384292,265112,539884,336227,203657,188143,122013,66130,226981,117056,109925,7533,4466,3067,117227,92692,24535,109520,48065,61455,16396,8500,7896,68980,26749,42231,2844,1002,1842,21300,11814,9486,94370,42051,52319,14575,7637,6938,60190,23684,36506,2119,795,1324,17486,9935,7551,15150,6014,9136,1821,863,958,8790,3065,5725,725,207,518,3814,1879,1935,652587,261213,391374
DISTRICT,2011,Puducherry,Urban,162016,657209,323489,333720,66835,33792,33043,66782,32449,34333,0,0,0,522868,270672,252196,134341,52817,81524,235625,178054,57571,222034,169739,52295,2158,1892,266,3767,2709,1058,3712,2058,1654,212397,163080,49317,13591,8315,5276,287,168,119,1079,658,421,646,237,409,11579,7252,4327,10985,6710,4275,244,138,106,708,437,271,479,179,300,9554,5956,3598,2606,1605,1001,43,30,13,371,221,150,167,58,109,2025,1296,729,421584,145435,276149
DISTRICT,2011,Puducherry,Rural,69497,293080,144769,148311,33003,16896,16107,85624,41680,43944,0,0,0,203781,110274,93507,89299,34495,54804,112480,78598,33882,93536,68214,25322,6247,5245,1002,35087,21668,13419,1491,873,618,50711,40428,10283,18944,10384,8560,701,438,263,11975,6012,5963,501,197,304,5767,3737,2030,14368,8035,6333,568,359,209,8895,4558,4337,372,139,233,4533,2979,1554,4576,2349,2227,133,79,54,3080,1454,1626,129,58,71,1234,758,476,180600,66171,114429
DISTRICT,2011,Pratapgarh,Urban,14916,71807,36573,35234,8767,4619,4148,9953,5079,4874,5005,2609,2396,53443,29461,23982,18364,7112,11252,26367,19971,6396,23089,18597,4492,1872,1295,577,1662,790,872,1364,945,419,18191,15567,2624,3278,1374,1904,231,65,166,869,167,702,293,105,188,1885,1037,848,2713,1189,1524,200,55,145,673,144,529,244,85,159,1596,905,691,565,185,380,31,10,21,196,23,173,49,20,29,289,132,157,45440,16602,28838
DISTRICT,2011,Pratapgarh,Rural,505129,3033899,1515583,1518316,431556,225102,206454,691199,341905,349294,453,235,218,1809634,1053356,756278,1224265,462227,762038,1013388,663764,349624,516398,389344,127054,203937,158173,45764,125250,84432,40818,31959,22472,9487,155252,124267,30985,496990,274420,222570,98258,51746,46512,255862,133566,122296,30854,15994,14860,112016,73114,38902,367534,211647,155887,69879,38837,31042,187235,102264,84971,20425,11240,9185,89995,59306,30689,129456,62773,66683,28379,12909,15470,68627,31302,37325,10429,4754,5675,22021,13808,8213,2020511,851819,1168692
DISTRICT,2011,Prakasam,Urban,168650,664582,332123,332459,67187,34547,32640,89771,44353,45418,26759,13291,13468,468522,255098,213424,196060,77025,119035,246025,181480,64545,221127,169027,52100,5821,5073,748,24305,13305,11000,14757,8116,6641,176244,142533,33711,24898,12453,12445,250,146,104,6619,2350,4269,2247,816,1431,15782,9141,6641,21944,11169,10775,241,138,103,5993,2209,3784,1911,724,1187,13799,8098,5701,2954,1284,1670,9,8,1,626,141,485,336,92,244,1983,1043,940,418557,150643,267914
DISTRICT,2011,Prakasam,Rural,691813,2732866,1382641,1350225,311074,161206,149868,698090,352889,345201,124386,63386,61000,1435913,852588,583325,1296953,530053,766900,1454542,810362,644180,1242381,739063,503318,258997,184248,74749,697207,333995,363212,21529,12292,9237,264648,208528,56120,212161,71299,140862,14961,4879,10082,161087,46804,114283,4070,1461,2609,32043,18155,13888,188355,62850,125505,12919,4073,8846,144474,41687,102787,3318,1197,2121,27644,15893,11751,23806,8449,15357,2042,806,1236,16613,5117,11496,752,264,488,4399,2262,2137,1278324,572279,706045
DISTRICT,2011,Porbandar ,Urban,61152,285674,146949,138725,30140,15898,14242,22762,11652,11110,3094,1584,1510,210485,115883,94602,75189,31066,44123,98659,83016,15643,88547,76505,12042,3633,2985,648,5562,3716,1846,951,694,257,78401,69110,9291,10112,6511,3601,322,136,186,1241,522,719,273,109,164,8276,5744,2532,9347,6145,3202,310,133,177,1028,454,574,221,100,121,7788,5458,2330,765,366,399,12,3,9,213,68,145,52,9,43,488,286,202,187015,63933,123082
DISTRICT,2011,Porbandar ,Rural,63404,299775,153260,146515,35786,18750,17036,29068,14955,14113,9945,5146,4799,183193,105738,77455,116582,47522,69060,132510,91102,41408,106890,84447,22443,51174,41986,9188,30716,21162,9554,896,702,194,24104,20597,3507,25620,6655,18965,10573,2085,8488,11445,2973,8472,251,89,162,3351,1508,1843,21831,5663,16168,9025,1700,7325,9602,2528,7074,214,81,133,2990,1354,1636,3789,992,2797,1548,385,1163,1843,445,1398,37,8,29,361,154,207,167265,62158,105107
DISTRICT,2011,Pithoragarh,Urban,17759,69605,36376,33229,8393,4867,3526,10837,5583,5254,3620,1736,1884,56294,29894,26400,13311,6482,6829,20031,15515,4516,16770,13466,3304,537,247,290,79,65,14,417,308,109,15737,12846,2891,3261,2049,1212,218,65,153,100,79,21,197,141,56,2746,1764,982,2732,1693,1039,209,64,145,77,60,17,177,132,45,2269,1437,832,529,356,173,9,1,8,23,19,4,20,9,11,477,327,150,49574,20861,28713
DISTRICT,2011,Pithoragarh,Rural,96971,413834,202930,210904,54900,29986,24914,109541,54528,55013,15915,7822,8093,289256,159729,129527,124578,43201,81377,196459,98024,98435,128711,66919,61792,86652,33530,53122,2125,1153,972,2882,1481,1401,37052,30755,6297,67748,31105,36643,49925,19128,30797,3128,1786,1342,2559,929,1630,12136,9262,2874,50609,23195,27414,36942,13729,23213,2298,1379,919,1911,739,1172,9458,7348,2110,17139,7910,9229,12983,5399,7584,830,407,423,648,190,458,2678,1914,764,217375,104906,112469
DISTRICT,2011,Pilibhit,Urban,63547,351415,185213,166202,44170,23321,20849,29285,15366,13919,219,110,109,199547,115504,84043,151868,69709,82159,104918,90745,14173,82182,73370,8812,5764,5393,371,8853,8458,395,3516,2403,1113,64049,57116,6933,22736,17375,5361,597,488,109,4879,4234,645,2203,887,1316,15057,11766,3291,19337,14630,4707,554,458,96,3987,3455,532,1808,691,1117,12988,10026,2962,3399,2745,654,43,30,13,892,779,113,395,196,199,2069,1740,329,246497,94468,152029
DISTRICT,2011,Pilibhit,Rural,299026,1679592,886789,792803,260750,136188,124562,304273,161070,143203,1495,782,713,861548,538786,322762,818044,348003,470041,513687,444194,69493,381233,348750,32483,189913,181547,8366,129588,119600,9988,8949,4949,4000,52783,42654,10129,132454,95444,37010,20202,12096,8106,80872,64335,16537,8114,2928,5186,23266,16085,7181,108086,80951,27135,14904,9903,5001,67532,55088,12444,6116,2357,3759,19534,13603,5931,24368,14493,9875,5298,2193,3105,13340,9247,4093,1998,571,1427,3732,2482,1250,1165905,442595,723310
DISTRICT,2011,Phek,Urban,5057,24575,13214,11361,3442,1751,1691,0,0,0,20795,10616,10179,18660,10589,8071,5915,2625,3290,9532,6140,3392,8089,5563,2526,1871,747,1124,37,23,14,61,39,22,6120,4754,1366,1443,577,866,831,293,538,70,38,32,59,27,32,483,219,264,1269,508,761,752,268,484,60,30,30,37,17,20,420,193,227,174,69,105,79,25,54,10,8,2,22,10,12,63,26,37,15043,7074,7969
DISTRICT,2011,Phek,Rural,31582,138843,70529,68314,24310,12754,11556,0,0,0,136351,68920,67431,87233,47337,39896,51610,23192,28418,70745,35416,35329,55556,28819,26737,42198,19235,22963,1274,669,605,548,264,284,11536,8651,2885,15189,6597,8592,10191,4262,5929,1778,765,1013,607,167,440,2613,1403,1210,9089,3737,5352,5323,1952,3371,1255,553,702,452,125,327,2059,1107,952,6100,2860,3240,4868,2310,2558,523,212,311,155,42,113,554,296,258,68098,35113,32985
DISTRICT,2011,Peren,Urban,2860,13790,6854,6936,2278,1132,1146,0,0,0,11237,5467,5770,9849,5184,4665,3941,1670,2271,9149,4613,4536,4091,2540,1551,1188,608,580,202,127,75,113,48,65,2588,1757,831,5058,2073,2985,2587,1089,1498,692,311,381,297,105,192,1482,568,914,2389,781,1608,1030,318,712,343,123,220,149,53,96,867,287,580,2669,1292,1377,1557,771,786,349,188,161,148,52,96,615,281,334,4641,2241,2400
DISTRICT,2011,Peren,Rural,15615,81429,42860,38569,13137,6835,6302,0,0,0,73005,38021,34984,52355,29400,22955,29074,13460,15614,52241,27636,24605,32464,18622,13842,24510,12857,11653,1030,618,412,236,127,109,6688,5020,1668,19777,9014,10763,11386,4953,6433,1815,919,896,1925,868,1057,4651,2274,2377,10024,4129,5895,5773,2188,3585,1372,665,707,657,234,423,2222,1042,1180,9753,4885,4868,5613,2765,2848,443,254,189,1268,634,634,2429,1232,1197,29188,15224,13964
DISTRICT,2011,Perambalur  ,Urban,25298,97163,48231,48932,10199,5255,4944,24785,12190,12595,428,206,222,74107,38905,35202,23056,9326,13730,40892,27025,13867,36436,24313,12123,6622,4158,2464,9611,4922,4689,835,563,272,19368,14670,4698,4456,2712,1744,358,197,161,1645,802,843,128,61,67,2325,1652,673,3794,2290,1504,346,190,156,1419,712,707,107,50,57,1922,1338,584,662,422,240,12,7,5,226,90,136,21,11,10,403,314,89,56271,21206,35065
DISTRICT,2011,Perambalur  ,Rural,123945,468060,233926,234134,49368,25880,23488,150504,75254,75250,2156,1086,1070,301716,169106,132610,166344,64820,101524,258834,135614,123220,218661,118455,100206,100920,55749,45171,81524,35951,45573,3530,2024,1506,32687,24731,7956,40173,17159,23014,9404,4784,4620,25498,9260,16238,850,336,514,4421,2779,1642,36355,15748,20607,8640,4435,4205,23220,8646,14574,651,269,382,3844,2398,1446,3818,1411,2407,764,349,415,2278,614,1664,199,67,132,577,381,196,209226,98312,110914
DISTRICT,2011,Patna,Urban,429424,2514590,1332487,1182103,329592,175005,154587,256649,135552,121097,6913,3597,3316,1769307,992574,776733,745283,339913,405370,742578,614101,128477,604399,520696,83703,22347,19635,2712,40700,33887,6813,29082,23480,5602,512270,443694,68576,138179,93405,44774,5602,3689,1913,24589,16908,7681,9954,5796,4158,98034,67012,31022,121779,82093,39686,5093,3334,1759,20518,14469,6049,7615,4654,2961,88553,59636,28917,16400,11312,5088,509,355,154,4071,2439,1632,2339,1142,1197,9481,7376,2105,1772012,718386,1053626
