LEVEL,YEAR,NAME,AREA,NO_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,UNNAMED: 64
DISTRICT,2001,Rajauri,Rural,74992,449629,237948,211681,75270,39426,35844,36706,18764,17942,158172,83373,74799,209013,134741,74272,240616,103207,137409,205657,123445,82212,106887,95788,11099,63738,58927,4811,1528,1450,78,2021,1563,458,39600,33848,5752,98770,27657,71113,82889,22663,60226,1799,1258,541,937,240,697,13145,3496,9649,243972,114503,129469,
DISTRICT,2001,Raisen,Urban,38444,206800,110837,95963,34360,17857,16503,25478,13749,11729,10077,5407,4670,134374,79766,54608,72426,31071,41355,61737,51736,10001,54144,47056,7088,4202,3921,281,2571,1983,588,4268,2177,2091,43103,38975,4128,7593,4680,2913,221,135,86,1916,1044,872,1082,264,818,4374,3237,1137,145063,59101,85962,
DISTRICT,2001,Raisen,Rural,162945,918354,487410,430944,177919,91780,86139,158756,84724,74032,167062,86259,80803,524331,318866,205465,394023,168544,225479,349984,244688,105296,254659,208216,46443,118792,103996,14796,85417,63440,21977,8715,5584,3131,41735,35196,6539,95325,36472,58853,17020,5014,12006,65408,25902,39506,5012,1084,3928,7885,4472,3413,568370,242722,325648,
DISTRICT,2001,Raipur,Urban,175095,917618,476292,441326,136511,70151,66360,118490,60287,58203,38035,20279,17756,621601,358126,263475,296017,118166,177851,300325,239188,61137,270597,222630,47967,4552,3173,1379,3633,1906,1727,9374,6375,2999,253038,211176,41862,29728,16558,13170,802,380,422,4378,1307,3071,1725,580,1145,22823,14291,8532,617293,237104,380189,
DISTRICT,2001,Raipur,Rural,406487,2099312,1047633,1051679,379071,192255,186816,369233,184008,185225,327238,161130,166108,1092052,675937,416115,1007260,371696,635564,964338,525471,438867,690910,434670,256240,329027,199381,129646,200461,100968,99493,16589,10506,6083,144833,123815,21018,273428,90801,182627,64311,20460,43851,188916,58656,130260,4087,1377,2710,16114,10308,5806,1134974,522162,612812,
DISTRICT,2001,Raigarh,Urban,33800,169456,87309,82147,23695,12259,11436,25201,12760,12441,19253,9886,9367,117051,67399,49652,52405,19910,32495,51689,42304,9385,46951,39835,7116,1769,1556,213,1118,833,285,1377,907,470,42687,36539,6148,4738,2469,2269,280,90,190,1439,416,1023,305,111,194,2714,1852,862,117767,45005,72762,
DISTRICT,2001,Raigarh,Rural,360398,1673094,833965,839129,243084,124909,118175,32418,16156,16262,244269,123184,121085,1055120,596315,458805,617974,237650,380324,731334,437043,294291,501980,344291,157689,191062,103566,87496,74684,40869,33815,12098,8382,3716,224136,191474,32662,229354,92752,136602,66896,22787,44109,108016,38887,69129,7463,2628,4835,46979,28450,18529,941760,396922,544838,
DISTRICT,2001,Raichur,Urban,76564,420837,214981,205856,61461,31547,29914,68912,34845,34067,25127,12814,12313,240277,140799,99478,180560,74182,106378,133391,104302,29089,122222,98634,23588,6428,5343,1085,10253,5218,5035,3528,2487,1041,102013,85586,16427,11169,5668,5501,172,101,71,4107,1170,2937,592,230,362,6298,4167,2131,287446,110679,176767,
DISTRICT,2001,Raichur,Rural,221211,1248925,626859,622066,221607,112550,109057,248364,124495,123869,277915,139266,138649,436522,288478,148044,812403,338381,474022,599371,340989,258382,422125,288587,133538,189852,156681,33171,162768,76766,86002,7915,5602,2313,61590,49538,12052,177246,52402,124844,10228,3246,6982,151363,42200,109163,2438,695,1743,13217,6261,6956,649554,285870,363684,
DISTRICT,2001,Rae Bareli,Urban,44545,273998,143140,130858,39344,20505,18839,41434,21688,19746,122,59,63,170880,98222,72658,103118,44918,58200,71447,61807,9640,59958,53919,6039,2668,2425,243,1807,1473,334,4553,3462,1091,50930,46559,4371,11489,7888,3601,357,220,137,2165,1267,898,1944,902,1042,7023,5499,1524,202551,81333,121218,
DISTRICT,2001,Rae Bareli,Rural,454640,2598337,1329090,1269247,491445,252929,238516,815315,413473,401842,1680,868,812,1088667,712276,376391,1509670,616814,892856,952059,643764,308295,600569,499278,101291,363007,308137,54870,112422,82506,29916,24107,18219,5888,101033,90416,10617,351490,144486,207004,73935,24320,49615,236650,95710,140940,11159,4842,6317,29746,19614,10132,1646278,685326,960952,
DISTRICT,2001,Puruliya,Urban,46294,255426,133024,122402,32357,16752,15605,55250,28149,27101,6879,3589,3290,168183,98866,69317,87243,34158,53085,73217,62206,11011,64059,56290,7769,869,794,75,442,368,74,1420,1166,254,61328,53962,7366,9158,5916,3242,459,221,238,1220,499,721,428,201,227,7051,4995,2056,182209,70818,111391,
DISTRICT,2001,Puruliya,Rural,403601,2281090,1165054,1116036,376446,191353,185093,408706,209575,199131,456573,231508,225065,1014101,704628,309473,1266989,460426,806563,1054271,616816,437455,581447,440972,140475,242174,187091,55083,120915,76360,44555,50127,29473,20654,168231,148048,20183,472824,175844,296980,109210,43230,65980,283646,95784,187862,32491,8387,24104,47477,28443,19034,1226819,548238,678581,
DISTRICT,2001,Purnia,Urban,37488,222398,120125,102273,36973,19059,17914,19627,10464,9163,8454,4653,3801,131459,79070,52389,90939,41055,49884,58619,51305,7314,51863,46656,5207,2884,2582,302,7467,5491,1976,1423,1177,246,40089,37406,2683,6756,4649,2107,348,271,77,2422,1448,974,442,160,282,3544,2770,774,163779,68820,94959,
DISTRICT,2001,Purnia,Rural,455003,2321544,1208292,1113252,512717,260390,252327,292461,150858,141603,103493,53061,50432,568611,399619,168992,1752933,808673,944260,902081,625930,276151,730501,570104,160397,188731,166198,22533,466197,335911,130286,10651,8128,2523,64922,59867,5055,171580,55826,115754,27603,7764,19839,131995,42008,89987,3958,912,3046,8024,5142,2882,1419463,582362,837101,
DISTRICT,2001,Puri,Urban,39781,204028,106190,97838,22973,11965,11008,18791,9645,9146,420,258,162,148351,82472,65879,55677,23718,31959,61576,52800,8776,57058,50329,6729,1649,1605,44,1617,1217,400,1627,1259,368,52165,46248,5917,4518,2471,2047,116,85,31,672,360,312,537,122,415,3193,1904,1289,142452,53390,89062,
DISTRICT,2001,Puri,Rural,247682,1298654,657199,641455,165585,85699,79886,255126,128905,126221,4062,2097,1965,876172,503906,372266,422482,153293,269189,388964,341053,47911,316423,295760,20663,141911,138930,2981,71957,64160,7797,8270,6562,1708,94285,86108,8177,72541,45293,27248,14277,9800,4477,38482,23654,14828,3467,1251,2216,16315,10588,5727,909690,316146,593544,
DISTRICT,2001,Purbi Singhbhum,Urban,198041,1091204,573627,517577,139810,72844,66966,55857,28712,27145,112551,57106,55445,781692,445356,336336,309512,128271,181241,291849,254411,37438,252475,224595,27880,1731,1406,325,1850,1405,445,6285,5156,1129,242609,216628,25981,39374,29816,9558,578,338,240,3354,1630,1724,1297,714,583,34145,27134,7011,799355,319216,480139,
DISTRICT,2001,Purbi Singhbhum,Rural,176731,891784,453806,437978,143497,73103,70394,38238,19329,18909,439636,221099,218537,387521,254886,132635,504263,198920,305343,400815,245408,155407,203052,157279,45773,72780,59169,13611,61808,40515,21293,10041,6800,3241,58423,50795,7628,197763,88129,109634,48247,24902,23345,128740,51297,77443,5453,1947,3506,15323,9983,5340,490969,208398,282571,
DISTRICT,2001,Purba Champaran,Urban,38912,251086,135366,115720,44194,23059,21135,18320,9836,8484,257,147,110,138888,84767,54121,112198,50599,61599,64986,57883,7103,58736,53766,4970,3858,3533,325,10194,8714,1480,1890,1286,604,42794,40233,2561,6250,4117,2133,270,193,77,2232,1274,958,843,244,599,2905,2406,499,186100,77483,108617,
DISTRICT,2001,Purba Champaran,Rural,607037,3688687,1941681,1747006,793448,409464,383984,495799,261132,234667,4555,2371,2184,1025782,726183,299599,2662905,1215498,1447407,1221857,955302,266555,966918,836303,130615,303515,279942,23573,509642,415499,94143,24324,19573,4751,129437,121289,8148,254939,118999,135940,42652,17351,25301,182700,83490,99210,8875,3295,5580,20712,14863,5849,2466830,986379,1480451,
DISTRICT,2001,Pune,Urban,920536,4200837,2211665,1989172,528090,277935,250155,518167,265941,252226,57884,30425,27459,3162470,1771216,1391254,1038367,440449,597918,1438597,1151812,286785,1346674,1095230,251444,16527,11126,5401,13514,6515,6999,36347,20171,16176,1280286,1057418,222868,91923,56582,35341,1772,648,1124,5636,1705,3931,8972,2158,6814,75543,52071,23472,2762240,1059853,1702387,
DISTRICT,2001,Pune,Rural,596505,3031718,1557463,1474255,440761,231432,209329,243690,125024,118666,203838,103410,100428,1876820,1108545,768275,1154898,448918,705980,1515885,864241,651644,1298755,788742,510013,693010,380271,312739,264218,126847,137371,24700,15581,9119,316827,266043,50784,217130,75499,141631,82275,26610,55665,91341,24620,66721,8730,2710,6020,34784,21559,13225,1515833,693222,822611,
DISTRICT,2001,Punch,Urban,4246,23978,13741,10237,2642,1429,1213,387,213,174,1341,732,609,18776,11507,7269,5202,2234,2968,7994,6852,1142,7625,6534,1091,210,197,13,24,24,0,53,41,12,7338,6272,1066,369,318,51,67,43,24,15,14,1,3,2,1,284,259,25,15984,6889,9095,
DISTRICT,2001,Punch,Rural,55602,348635,180472,168163,64417,32806,31611,565,544,21,147677,76415,71262,137622,92544,45078,211013,87928,123085,193106,105173,87933,78882,65399,13483,44493,40106,4387,3746,3516,230,2365,1490,875,28278,20287,7991,114224,39774,74450,87647,31686,55961,3794,2163,1631,1952,413,1539,20831,5512,15319,155529,75299,80230,
DISTRICT,2001,Pulwama,Urban,10310,68507,36374,32133,6503,3290,3213,62,60,2,25,22,3,39336,24819,14517,29171,11555,17616,23744,19249,4495,19408,17148,2260,1941,1719,222,579,537,42,647,494,153,16241,14398,1843,4336,2101,2235,901,312,589,1314,734,580,558,85,473,1563,970,593,44763,17125,27638,
DISTRICT,2001,Pulwama,Rural,82428,584100,299170,284930,78481,38516,39965,35,35,0,21471,11254,10217,242182,153351,88831,341918,145819,196099,188855,138297,50558,131727,116216,15511,72168,65083,7085,6719,6233,486,7137,5248,1889,45703,39652,6051,57128,22081,35047,25558,8651,16907,8957,6158,2799,7994,1753,6241,14619,5519,9100,395245,160873,234372,
DISTRICT,2001,Pudukkottai,Urban,53771,248384,123789,124595,29181,15095,14086,28310,14118,14192,360,184,176,187899,100584,87315,60485,23205,37280,81282,65210,16072,74223,61279,12944,2427,1861,566,3509,2314,1195,2526,1518,1008,65761,55586,10175,7059,3931,3128,295,127,168,2368,1175,1193,533,145,388,3863,2484,1379,167102,58579,108523,
DISTRICT,2001,Pudukkottai,Rural,257796,1211217,600511,610706,154639,78907,75732,221161,109583,111578,432,214,218,719477,419697,299780,491740,180814,310926,597007,352122,244885,456059,298379,157680,215355,143236,72119,126525,65290,61235,10482,5893,4589,103697,83960,19737,140948,53743,87205,29525,12148,17377,95984,32888,63096,3811,1023,2788,11628,7684,3944,614210,248389,365821,
DISTRICT,2001,Pratapgarh,Urban,21724,144555,75207,69348,22474,11811,10663,16330,8364,7966,2,1,1,91227,53258,37969,53328,21949,31379,37537,31687,5850,30766,27669,3097,2590,2336,254,1803,1619,184,2257,1891,366,24116,21823,2293,6771,4018,2753,654,273,381,2533,1379,1154,805,345,460,2779,2021,758,107018,43520,63498,
DISTRICT,2001,Pratapgarh,Rural,417212,2586619,1287741,1298878,489623,252741,236882,584713,286995,297718,157,76,81,1187044,759483,427561,1399575,528258,871317,878249,552896,325353,547866,423871,123995,325269,250736,74533,87406,57100,30306,30487,22946,7541,104704,93089,11615,330383,129025,201358,97630,31324,66306,189836,73495,116341,14101,5625,8476,28816,18581,10235,1708370,734845,973525,
DISTRICT,2001,Prakasam,Urban,107271,467368,235859,231509,52624,26905,25719,53600,26771,26829,19125,9698,9427,304092,171759,132333,163276,64100,99176,170592,126922,43670,153874,119458,34416,4383,3118,1265,13638,8102,5536,21737,12101,9636,114116,96137,17979,16718,7464,9254,178,90,88,6528,2357,4171,2273,531,1742,7739,4486,3253,296776,108937,187839,
DISTRICT,2001,Prakasam,Rural,595288,2592055,1316473,1275582,336720,172248,164472,597898,303760,294138,99116,50972,48144,1228034,766723,461311,1364021,549750,814271,1366952,768002,598950,1152898,698715,454183,355317,237736,117581,496620,238023,258597,27147,14649,12498,273814,208307,65507,214054,69287,144767,18616,5334,13282,156232,46757,109475,5312,1297,4015,33894,15899,17995,1225103,548471,676632,
DISTRICT,2001,Porbandar,Urban,51349,261375,134753,126622,34213,18110,16103,21560,11094,10466,1323,696,627,175773,99798,75975,85602,34955,50647,83492,71283,12209,76788,68499,8289,3036,2449,587,2984,2062,922,1286,1018,268,69482,62970,6512,6704,2784,3920,687,71,616,1191,253,938,384,83,301,4442,2377,2065,177883,63470,114413,
DISTRICT,2001,Porbandar,Rural,54544,275460,141068,134392,41886,21992,19894,26673,13731,12942,5133,2684,2449,140399,84919,55480,135061,56149,78912,131642,82712,48930,96806,76123,20683,49013,38892,10121,22583,15638,6945,1398,1188,210,23812,20405,3407,34836,6589,28247,16001,2337,13664,13527,2813,10714,542,85,457,4766,1354,3412,143818,58356,85462,
DISTRICT,2001,Puducherry,Urban,112806,505959,253375,252584,58027,29487,28540,54811,26967,27844,0,0,0,380344,205154,175190,125615,48221,77394,171749,134534,37215,163939,129723,34216,1252,1161,91,5852,3886,1966,2886,1548,1338,153949,123128,30821,7810,4811,2999,36,25,11,1055,527,528,525,143,382,6194,4116,2078,334210,118841,215369,
DISTRICT,2001,Puducherry,Rural,51058,229373,116053,113320,30182,15381,14801,66169,32951,33218,0,0,0,141584,81860,59724,87789,34193,53596,93911,63485,30426,83808,58779,25029,6807,6001,806,38717,22027,16690,1444,803,641,36840,29948,6892,10103,4706,5397,224,113,111,7387,3103,4284,212,44,168,2280,1446,834,135462,52568,82894,
DISTRICT,2001,Pithoragarh,Urban,13753,59833,32805,27028,7395,4053,3342,8382,4383,3999,4345,2081,2264,47295,27415,19880,12538,5390,7148,17896,14505,3391,15461,13255,2206,363,181,182,19,13,6,368,170,198,14711,12891,1820,2435,1250,1185,510,101,409,28,10,18,653,104,549,1244,1035,209,41937,18300,23637,
DISTRICT,2001,Pithoragarh,Rural,84761,402456,194810,207646,64685,33839,30846,98067,49118,48949,14934,7341,7593,249067,143457,105610,153389,51353,102036,180813,84291,96522,108601,57434,51167,73998,28100,45898,596,384,212,4047,2333,1714,29960,26617,3343,72212,26857,45355,59465,18787,40678,1889,816,1073,2851,933,1918,8007,6321,1686,221643,110519,111124,
DISTRICT,2001,Pilibhit,Urban,45423,294224,156046,138178,45690,23789,21901,23318,12419,10899,143,79,64,149749,89900,59849,144475,66146,78329,77137,69942,7195,62499,57972,4527,4113,3931,182,3056,2942,114,2803,2114,689,52527,48985,3542,14638,11970,2668,222,193,29,2723,2485,238,1827,514,1313,9866,8778,1088,217087,86104,130983,
DISTRICT,2001,Pilibhit,Rural,208647,1350959,720322,630637,278838,143510,135328,227177,121409,105768,1650,859,791,508111,353204,154907,842848,367118,475730,384202,348655,35547,297801,285461,12340,192683,187250,5433,57992,55517,2475,7457,5439,2018,39669,37255,2414,86401,63194,23207,12821,6523,6298,53477,42250,11227,5026,1777,3249,15077,12644,2433,966757,371667,595090,
DISTRICT,2001,Phek,Urban,2616,12864,7323,5541,2378,1236,1142,0,0,0,10402,5522,4880,9348,5721,3627,3516,1602,1914,6337,4116,2221,4859,3460,1399,1182,434,748,13,6,7,39,22,17,3625,2998,627,1478,656,822,1062,488,574,78,27,51,126,24,102,212,117,95,6527,3207,3320,
DISTRICT,2001,Phek,Rural,26258,135331,69818,65513,24709,12828,11881,0,0,0,132575,67911,64664,76214,43712,32502,59117,26106,33011,65061,33241,31820,52595,27570,25025,40000,17738,22262,626,366,260,498,217,281,11471,9249,2222,12466,5671,6795,9116,4113,5003,761,401,360,899,296,603,1690,861,829,70270,36577,33693,
DISTRICT,2001,Perambalur,Urban,18342,79220,39334,39886,9056,4627,4429,20555,10113,10442,539,285,254,55379,30021,25358,23841,9313,14528,30889,20074,10815,27946,18600,9346,7092,4328,2764,8409,4338,4071,387,263,124,12058,9671,2387,2943,1474,1469,80,25,55,2086,876,1210,39,15,24,738,558,180,48331,19260,29071,
DISTRICT,2001,Perambalur,Rural,102834,414426,206807,207619,51422,26597,24825,128590,63753,64837,2768,1423,1345,230818,137385,93433,183608,69422,114186,234818,122573,112245,194654,108964,85690,112089,63282,48807,52149,23086,29063,3171,1862,1309,27245,20734,6511,40164,13609,26555,6701,2296,4405,29932,9449,20483,1001,250,751,2530,1614,916,179608,84234,95374,
DISTRICT,2001,Patna,Urban,306745,1961532,1063534,897998,277996,146280,131716,188988,101734,87254,7260,3972,3288,1314479,776786,537693,647053,286748,360305,495841,441285,54556,454629,411021,43608,13594,12418,1176,23989,18888,5101,20860,17132,3728,396186,362583,33603,41212,30264,10948,1271,659,612,8482,5097,3385,3688,2112,1576,27771,22396,5375,1465691,622249,843442,
DISTRICT,2001,Patna,Rural,419619,2757060,1456408,1300652,540998,279682,261316,541000,285257,255743,1976,1380,596,1139022,758886,380136,1618038,697522,920516,929806,691225,238581,707355,585539,121816,257369,233739,23630,290028,208557,81471,22287,17338,4949,137671,125905,11766,222451,105686,116765,41872,16847,25025,146389,68413,77976,8526,3240,5286,25664,17186,8478,1827254,765183,1062071,
DISTRICT,2001,Patiala,Urban,124200,644710,344757,299953,73903,41190,32713,84906,44822,40084,0,0,0,466493,261340,205153,178217,83417,94800,216782,178345,38437,201674,170687,30987,4076,3566,510,4615,3767,848,6621,4643,1978,186362,158711,27651,15108,7658,7450,459,210,249,1661,961,700,1868,334,1534,11120,6153,4967,427928,166412,261516,
DISTRICT,2001,Patiala,Rural,203659,1200224,642633,557591,166127,93910,72217,340374,180978,159396,0,0,0,653331,385411,267920,546893,257222,289671,465169,350743,114426,387341,321836,65505,130848,121907,8941,81064,68149,12915,8015,5190,2825,167414,126590,40824,77828,28907,48921,10715,3028,7687,30710,12239,18471,4538,681,3857,31865,12959,18906,735055,291890,443165,
DISTRICT,2001,Pathanamthitta,Urban,28636,123798,59575,64223,12703,6461,6242,11352,5557,5795,314,140,174,105956,51373,54583,17842,8202,9640,33753,26230,7523,28618,22359,6259,1299,1227,72,2079,1813,266,618,494,124,24622,18825,5797,5135,3871,1264,321,285,36,1055,816,239,188,98,90,3571,2672,899,90045,33345,56700,
DISTRICT,2001,Pathanamthitta,Rural,268498,1110218,529823,580395,114321,58107,56214,150650,73174,77476,6235,3044,3191,943920,454603,489317,166298,75220,91078,332296,253716,78580,257226,204534,52692,37499,35070,2429,42843,37056,5787,6650,4955,1695,170234,127453,42781,75070,49182,25888,10384,7415,2969,26710,19247,7463,2960,1262,1698,35016,21258,13758,777922,276107,501815,
DISTRICT,2001,Patan,Urban,46077,238428,124834,113594,30697,17121,13576,24923,13012,11911,5958,3194,2764,160804,92753,68051,77624,32081,45543,76949,63141,13808,70048,60804,9244,2752,2267,485,3348,2468,880,1960,1135,825,61988,54934,7054,6901,2337,4564,491,71,420,1606,275,1331,856,87,769,3948,1904,2044,161479,61693,99786,
DISTRICT,2001,Patan,Rural,176553,944281,487266,457015,159495,84847,74648,91956,48011,43945,6679,3528,3151,438278,282835,155443,506003,204431,301572,456129,262684,193445,325422,237576,87846,126124,104115,22009,101750,69218,32532,3962,2892,1070,93586,61351,32235,130707,25108,105599,22461,4024,18437,81995,16482,65513,2279,292,1987,23972,4310,19662,488152,224582,263570,
DISTRICT,2001,Pashchimi Singhbhum,Urban,66077,350898,185187,165711,49184,25523,23661,26945,13804,13141,68887,35326,33561,235834,138737,97097,115064,46450,68614,98138,82987,15151,83147,73683,9464,1282,1034,248,1121,775,346,2330,1847,483,78414,70027,8387,14991,9304,5687,983,621,362,3063,1345,1718,869,435,434,10076,6903,3173,252760,102200,150560,
DISTRICT,2001,Pashchimi Singhbhum,Rural,339174,1731897,869454,862443,324845,164437,160408,74684,37046,37638,1042435,518577,523858,621467,428467,193000,1110430,440987,669443,819619,456746,362873,452007,322561,129446,252837,179121,73716,82679,49621,33058,30991,20768,10223,85500,73051,12449,367612,134185,233427,122481,41830,80651,201191,70834,130357,16916,5438,11478,27024,16083,10941,912278,412708,499570,
